1	1	1	1
2	1	1	1
3	1	1	1
4	1	1	1
5	1	1	1
6	1	1	1
7	1	1	1
8	1	1	1
9	1	1	1
10	1	1	1
11	1	1	1
12	1	1	1
13	1	1	1
14	1	1	1
15	1	1	1
16	1	1	1
17	1	1	1
18	1	1	1
19	1	1	1
20	1	1	1
21	1	1	1
22	1	1	1
23	1	1	1
24	1	1	8
25	1	1	1
26	1	1	1
27	1	1	8
28	1	1	1
29	1	1	1
30	1	1	1
31	1	1	1
32	1	1	1
33	1	1	1
34	1	1	1
35	1	1	1
36	1	1	1
37	1	1	1
38	1	1	1
39	1	1	1
40	1	1	1
41	1	1	1
42	1	1	1
43	1	1	1
44	1	1	11
45	1	1	9
46	1	1	9
47	1	1	9
48	1	1	7
49	1	1	1
50	1	1	11
51	1	1	10
52	1	1	10
53	1	1	9
54	1	1	1
55	1	1	1
56	1	1	10
57	1	1	1
58	1	1	1
59	1	1	10
60	1	1	1
61	1	1	1
62	1	1	1
63	1	1	1
64	1	1	1
65	1	1	1
66	1	1	1
67	1	1	1
68	1	1	11
69	1	1	1
70	1	1	11
71	1	1	1
72	1	1	11
73	1	1	1
74	1	1	1
75	1	1	9
76	1	1	1
77	1	1	1
78	1	1	12
79	1	1	11
80	1	1	12
81	1	1	1
82	1	1	1
83	1	1	13
84	1	1	9
85	1	1	12
86	1	1	12
87	1	1	12
88	1	1	12
89	1	1	12
90	1	1	13
91	1	1	12
92	1	1	11
93	1	1	10
94	1	1	12
95	1	1	12
96	1	1	12
97	1	1	1
98	1	1	12
99	1	1	13
100	1	1	12
1	1	1	1
2	1	1	1
3	1	1	1
4	1	1	1
5	1	1	1
6	1	1	1
7	1	1	1
8	1	1	1
9	1	1	1
10	1	1	1
11	1	1	1
12	1	1	1
13	1	1	1
14	1	1	1
15	1	1	1
16	1	1	1
17	1	1	1
18	1	1	1
19	1	1	1
20	1	1	1
21	1	1	1
22	1	1	1
23	1	1	1
24	1	1	8
25	1	1	1
26	1	1	1
27	1	1	8
28	1	1	1
29	1	1	1
30	1	1	1
31	1	1	1
32	1	1	1
33	1	1	1
34	1	1	1
35	1	1	1
36	1	1	1
37	1	1	1
38	1	1	1
39	1	1	1
40	1	1	1
41	1	1	1
42	1	1	1
43	1	1	1
44	1	1	11
45	1	1	9
46	1	1	9
47	1	1	9
48	1	1	7
49	1	1	1
50	1	1	11
51	1	1	10
52	1	1	10
53	1	1	9
54	1	1	1
55	1	1	1
56	1	1	10
57	1	1	1
58	1	1	1
59	1	1	10
60	1	1	1
61	1	1	1
62	1	1	1
63	1	1	1
64	1	1	1
65	1	1	1
66	1	1	1
67	1	1	1
68	1	1	11
69	1	1	1
70	1	1	11
71	1	1	1
72	1	1	11
73	1	1	1
74	1	1	1
75	1	1	9
76	1	1	1
77	1	1	1
78	1	1	12
79	1	1	11
80	1	1	12
81	1	1	1
82	1	1	1
83	1	1	13
84	1	1	9
85	1	1	12
86	1	1	12
87	1	1	12
88	1	1	12
89	1	1	12
90	1	1	13
91	1	1	12
92	1	1	11
93	1	1	10
94	1	1	12
95	1	1	12
96	1	1	12
97	1	1	1
98	1	1	12
99	1	1	13
100	1	1	12
101	1	1	12
102	1	1	12
103	1	1	11
104	1	2	13
105	1	1	12
106	1	1	12
107	1	1	1
108	1	3	13
109	1	1	12
110	1	1	1
111	1	1	11
112	1	1	11
113	1	1	12
114	1	1	12
115	1	1	1
116	1	1	12
117	1	1	12
118	1	1	10
119	1	1	12
120	1	1	12
121	1	1	1
122	1	1	11
123	1	1	1
124	1	1	11
125	1	1	1
126	1	1	1
127	1	1	1
128	1	1	1
129	1	1	1
130	1	1	1
131	1	1	1
132	1	1	1
133	1	1	1
134	1	1	1
135	1	1	12
136	1	1	10
137	1	1	1
138	1	1	13
139	1	1	13
140	1	1	13
141	1	1	14
142	1	1	13
143	1	1	12
144	1	1	14
145	1	1	1
146	1	1	1
147	1	1	1
148	1	1	13
149	1	1	14
150	1	1	11
151	1	1	13
152	1	1	13
153	1	1	13
154	1	1	13
155	1	1	14
156	1	1	14
157	1	1	14
158	1	1	13
159	1	1	14
160	1	1	13
161	1	1	1
162	1	1	14
